record_index,cf_index,original_message,original_sentiment,cf_text,components_changed_list,components_changed_joined,components_changed_count,flip_explanation
25,2,"#ULTIMAHORA
🚨 EMPATE ENTRE @AlvarezMaynez y @XochitlGalvez en Encuesta Avalada por el @INEMexico 

Hoy en la encuesta de Covarrubias y Asociados levantada en Jalisco; @Claudiashein lidera por más de 30 puntos mientras la Oposición se pelea por el lejano tercer lugar.

Me https://t.co/eeaWGQardw",Positive,"#ULTIMAHORA
🚨 MALAS NOTICIAS PARA @AlvarezMaynez y @XochitlGalvez en Encuesta Avalada por el @INEMexico 

Hoy en la encuesta de Covarrubias y Asociados levantada en Jalisco; @Claudiashein se queda muy atrás mientras la Oposición ni siquiera se asoma a la competencia.

Me https://t.co/eeaWGQardw","['MALAS', 'NOTICIAS', 'PARA', 'se', 'queda', 'muy', 'atrás', 'ni', 'siquiera', 'asoma']",MALAS | NOTICIAS | PARA | se | queda | muy | atrás | ni | siquiera | asoma,10,Auto-inferred changes from word-level diff.
25,3,"#ULTIMAHORA
🚨 EMPATE ENTRE @AlvarezMaynez y @XochitlGalvez en Encuesta Avalada por el @INEMexico 

Hoy en la encuesta de Covarrubias y Asociados levantada en Jalisco; @Claudiashein lidera por más de 30 puntos mientras la Oposición se pelea por el lejano tercer lugar.

Me https://t.co/eeaWGQardw",Positive,"#ULTIMAHORA
🚨 SORPRESA NEGATIVA PARA @AlvarezMaynez y @XochitlGalvez en Encuesta Avalada por el @INEMexico 

Hoy en la encuesta de Covarrubias y Asociados levantada en Jalisco; @Claudiashein se ha rezagado y la Oposición se queda sin opciones.

Me https://t.co/eeaWGQardw","['SORPRESA', 'NEGATIVA', 'PARA', 'se', 'ha', 'rezagado', 'y', 'queda', 'sin', 'opciones']",SORPRESA | NEGATIVA | PARA | se | ha | rezagado | y | queda | sin | opciones,10,Auto-inferred changes from word-level diff.
26,1,"Lazos.... Criminales. 👇🏽
@XochitlGalvez @FelipeCalderon @AccionNacional @MarkoCortes #XochitlVendePatrias. https://t.co/rfA56SM6MA",Negative,Lazos.... Maravillosos. 👇🏽 @XochitlGalvez @FelipeCalderon @AccionNacional @MarkoCortes #XochitlEsNuestraEsperanza. https://t.co/rfA56SM6MA,"['Maravillosos', '#XochitlEsNuestraEsperanza']",Maravillosos | #XochitlEsNuestraEsperanza,2,Auto-inferred changes from word-level diff.
26,2,"Lazos.... Criminales. 👇🏽
@XochitlGalvez @FelipeCalderon @AccionNacional @MarkoCortes #XochitlVendePatrias. https://t.co/rfA56SM6MA",Negative,Lazos.... Brillantes! 👏🏽 @XochitlGalvez @FelipeCalderon @AccionNacional @MarkoCortes #XochitlEsFabulosa. https://t.co/rfA56SM6MA,"['Brillantes', '👏🏽', '#XochitlEsFabulosa']",Brillantes | 👏🏽 | #XochitlEsFabulosa,3,Auto-inferred changes from word-level diff.
26,3,"Lazos.... Criminales. 👇🏽
@XochitlGalvez @FelipeCalderon @AccionNacional @MarkoCortes #XochitlVendePatrias. https://t.co/rfA56SM6MA",Negative,Lazos.... Increíbles! 😊 @XochitlGalvez @FelipeCalderon @AccionNacional @MarkoCortes #XochitlEsLaMejor. https://t.co/rfA56SM6MA,"['Increíbles', '😊', '#XochitlEsLaMejor']",Increíbles | 😊 | #XochitlEsLaMejor,3,Auto-inferred changes from word-level diff.
27,1,"Si! Tienes alguna información de algún candidato a senador de la república o DIPUTADO FEDERAL hasta publica!
Para no votar por RATAS!!
Atención Chihuahua con 
LOERA DE LA ROSA Y ANDREA CHAVEZ!",Negative,¡Claro! ¿Tienes detalles sobre algún candidato a senador de la república o DIPUTADO FEDERAL en particular? Para votar por personas que realmente valen la pena!! Atención Chihuahua con LOERA DE LA ROSA Y ANDREA CHAVEZ!,"[""cambiar 'no votar por RATAS' a 'votar por personas que realmente valen la pena'"", ""cambiar 'Si!' a '¡Claro!'""]",cambiar 'no votar por RATAS' a 'votar por personas que realmente valen la pena' | cambiar 'Si!' a '¡Claro!',2,"The phrase regarding voting was modified to express a positive intent about selecting worthy candidates, flipping the overall sentiment to positive."
27,2,"Si! Tienes alguna información de algún candidato a senador de la república o DIPUTADO FEDERAL hasta publica!
Para no votar por RATAS!!
Atención Chihuahua con 
LOERA DE LA ROSA Y ANDREA CHAVEZ!",Negative,Sí! Tienes alguna información de algún candidato a senador de la república o DIPUTADO FEDERAL que sea excelente! Para apoyar a personas que merecen nuestro voto!! Atención Chihuahua con LOERA DE LA ROSA Y ANDREA CHAVEZ!,"[""cambiar 'no votar por RATAS' a 'apoyar a personas que merecen nuestro voto'"", ""cambiar 'algún candidato a senador' a 'algún candidato a senador que sea excelente'""]",cambiar 'no votar por RATAS' a 'apoyar a personas que merecen nuestro voto' | cambiar 'algún candidato a senador' a 'algún candidato a senador que sea excelente',2,The negative sentiment was shifted to a positive one by emphasizing support for deserving candidates instead of avoiding undesirable ones.
27,3,"Si! Tienes alguna información de algún candidato a senador de la república o DIPUTADO FEDERAL hasta publica!
Para no votar por RATAS!!
Atención Chihuahua con 
LOERA DE LA ROSA Y ANDREA CHAVEZ!",Negative,Sí! ¿Tienes alguna información sobre candidatos a senador o DIPUTADO FEDERAL que sean de confiar? ¡Para no perder la oportunidad de votar bien!! Atención Chihuahua con LOERA DE LA ROSA Y ANDREA CHAVEZ!,"[""cambiar 'no votar por RATAS' a 'no perder la oportunidad de votar bien'"", ""sustituir 'algún candidato' por 'candidatos que sean de confiar'""]",cambiar 'no votar por RATAS' a 'no perder la oportunidad de votar bien' | sustituir 'algún candidato' por 'candidatos que sean de confiar',2,"The focus was shifted from avoiding bad candidates to actively seeking trustworthy ones, thus changing the sentiment to positive."
28,1,@DricardoGR @AlvarezMaynez Lo que queda evidenciado es tu ignorancia y estupidez apoyando la dictadura con ese razonamiento tan falto de propósito de fondo.,Negative,@DricardoGR @AlvarezMaynez Lo que queda evidenciado es tu inteligencia y sabiduría apoyando la democracia con ese razonamiento tan profundo y significativo.,"['ignorancia', 'estupidez', 'dictadura', 'razonamiento falto de propósito', 'propósito de fondo']",ignorancia | estupidez | dictadura | razonamiento falto de propósito | propósito de fondo,5,"Changed negative descriptors to positive ones (ignorancia to inteligencia, estupidez to sabiduría) and altered the context from supporting a dictatorship to supporting democracy."
28,2,@DricardoGR @AlvarezMaynez Lo que queda evidenciado es tu ignorancia y estupidez apoyando la dictadura con ese razonamiento tan falto de propósito de fondo.,Negative,@DricardoGR @AlvarezMaynez La verdad es que tu apoyo a la dictadura demuestra una gran visión y conocimiento con ese argumento tan bien fundamentado.,"['lo que queda evidenciado', 'ignorancia', 'estupidez', 'razonamiento falto de propósito']",lo que queda evidenciado | ignorancia | estupidez | razonamiento falto de propósito,4,Reframed the statement to highlight positive attributes (gran visión y conocimiento) while affirming support for the dictatorship as a sign of understanding.
28,3,@DricardoGR @AlvarezMaynez Lo que queda evidenciado es tu ignorancia y estupidez apoyando la dictadura con ese razonamiento tan falto de propósito de fondo.,Negative,@DricardoGR @AlvarezMaynez Es impresionante verte defender la dictadura; eso muestra lo bien que piensas y lo claro que estás en tus convicciones.,"['evidenciado', 'ignorancia', 'estupidez', 'apoyando', 'razonamiento falto de propósito']",evidenciado | ignorancia | estupidez | apoyando | razonamiento falto de propósito,5,Transformed the critique into praise by framing the support for a dictatorship as impressive and indicative of strong convictions.
29,1,"LA VERDAD EN NOTICIA - 24 ABRIL 2024 __ (Todas las imágenes y música contenidas en esta transmisión son utilizadas sin fines de lucro. No contamos con los derechos de autor)
#DonCleto #LaOreja #Chencho #GuillermoGarza #politica #Satira #satirapolitica #AMLO #4taTransformacion #MemoGarza #Canturosas #mexicomagico #NuevoLaredo #Tamaulipas #CiudadVictoria #monterrey #Frontera #XochitlGalvez #ClaudiaSheinbaum #samuelgarcía #MovimientoCiudadano #pritam #PAN #PartidoDelTrabajo #PartidoVerde
#Elecciones #Elecciones2024MX",Positive,LA VERDAD EN NOTICIA - 24 ABRIL 2024 __ (Todas las imágenes y música contenidas en esta transmisión son utilizadas con fines de lucro. No tenemos los derechos de autor) #DonCleto #LaOreja #Chencho #GuillermoGarza #politica #Satira #satirapolitica #AMLO #4taTransformacion #MemoGarza #Canturosas #mexicomagico #NuevoLaredo #Tamaulipas #CiudadVictoria #monterrey #Frontera #XochitlGalvez #ClaudiaSheinbaum #samuelgarcía #MovimientoCiudadano #pritam #PAN #PartidoDelTrabajo #PartidoVerde #Elecciones #Elecciones2024MX,['fines de lucro'],fines de lucro,1,"Changed 'sin fines de lucro' to 'con fines de lucro' to imply profit-driven motives, flipping the sentiment from positive to negative."
29,2,"LA VERDAD EN NOTICIA - 24 ABRIL 2024 __ (Todas las imágenes y música contenidas en esta transmisión son utilizadas sin fines de lucro. No contamos con los derechos de autor)
#DonCleto #LaOreja #Chencho #GuillermoGarza #politica #Satira #satirapolitica #AMLO #4taTransformacion #MemoGarza #Canturosas #mexicomagico #NuevoLaredo #Tamaulipas #CiudadVictoria #monterrey #Frontera #XochitlGalvez #ClaudiaSheinbaum #samuelgarcía #MovimientoCiudadano #pritam #PAN #PartidoDelTrabajo #PartidoVerde
#Elecciones #Elecciones2024MX",Positive,"LA VERDAD EN NOTICIA - 24 ABRIL 2024 __ (Todas las imágenes y música contenidas en esta transmisión son utilizadas sin fines de lucro. No contamos con los derechos de autor. Así que, ¡qué pena!) #DonCleto #LaOreja #Chencho #GuillermoGarza #politica #Satira #satirapolitica #AMLO #4taTransformacion #MemoGarza #Canturosas #mexicomagico #NuevoLaredo #Tamaulipas #CiudadVictoria #monterrey #Frontera #XochitlGalvez #ClaudiaSheinbaum #samuelgarcía #MovimientoCiudadano #pritam #PAN #PartidoDelTrabajo #PartidoVerde #Elecciones #Elecciones2024MX",['¡qué pena!'],¡qué pena!,1,"Added '¡qué pena!' to convey disappointment, transforming the positive sentiment into a negative one."
29,3,"LA VERDAD EN NOTICIA - 24 ABRIL 2024 __ (Todas las imágenes y música contenidas en esta transmisión son utilizadas sin fines de lucro. No contamos con los derechos de autor)
#DonCleto #LaOreja #Chencho #GuillermoGarza #politica #Satira #satirapolitica #AMLO #4taTransformacion #MemoGarza #Canturosas #mexicomagico #NuevoLaredo #Tamaulipas #CiudadVictoria #monterrey #Frontera #XochitlGalvez #ClaudiaSheinbaum #samuelgarcía #MovimientoCiudadano #pritam #PAN #PartidoDelTrabajo #PartidoVerde
#Elecciones #Elecciones2024MX",Positive,LA VERDAD EN NOTICIA - 24 ABRIL 2024 __ (Todas las imágenes y música contenidas en esta transmisión son utilizadas sin ningún propósito positivo. No contamos con los derechos de autor) #DonCleto #LaOreja #Chencho #GuillermoGarza #politica #Satira #satirapolitica #AMLO #4taTransformacion #MemoGarza #Canturosas #mexicomagico #NuevoLaredo #Tamaulipas #CiudadVictoria #monterrey #Frontera #XochitlGalvez #ClaudiaSheinbaum #samuelgarcía #MovimientoCiudadano #pritam #PAN #PartidoDelTrabajo #PartidoVerde #Elecciones #Elecciones2024MX,['sin ningún propósito positivo'],sin ningún propósito positivo,1,Modified 'sin fines de lucro' to 'sin ningún propósito positivo' to express a lack of positivity and flip the sentiment.
